Year,Variable,Month,Value
2021,Net Foreign Assets_DMBs  ,December,-715.67
2021,Net Foreign Assets  ,December,7531.35
2020,Money Supply_Broad Money (M2)  ,December,94491.75
2020,Money Supply_Total Liquidity (M2+)  ,December,120521.82
2020,Money Supply_Reserve Money (RM)  ,December,36124.78
2020,Money Supply_ Narrow Money  (M1)  ,December,60826.18
2020,Total Liabilities of the Bankning System  ,December,120521.82
2020,Money Supply Component_Foreign currency deposits  ,December,26030.07
2020,Money Supply Component_Savings & Time deposits  ,December,33665.58
2020,Money Supply Component_Demand deposits  ,December,39936.55
2020,Total Assets of the Banking System   ,December,120521.82
2020,Money Supply Component_Currency outside banks  ,December,20889.63
2020,Net Domestic Assets_Other Items (net)  ,December,-21480.37
2020,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,December,54438.54
2020,Net Domestic Assets_Govt. Deposits  ,December,16104.3
2020,Net Domestic Assets  ,December,101923.76
2020,Net Domestic Assets_Claims on Govt.  ,December,85069.9
2020,Net Foreign Assets_DMBs  ,December,4476.57
2020,Net Foreign Assets_BOG  ,December,14121.48
2020,Net Foreign Assets  ,December,18598.06
2019,Money Supply_Total Liquidity (M2+)  ,December,92975.47
2019,Money Supply_Broad Money (M2)  ,December,69973.1
2019,Money Supply_ Narrow Money  (M1)  ,December,43495.72
2019,Money Supply_Reserve Money (RM)  ,December,28896.02
2019,Total Liabilities of the Bankning System  ,December,92952.95
2019,Money Supply Component_Foreign currency deposits  ,December,23002.37
2019,Money Supply Component_Savings & Time deposits  ,December,26477.38
2019,Money Supply Component_Currency outside banks  ,December,14358.06
2019,Money Supply Component_Demand deposits  ,December,29137.66
2019,Total Assets of the Banking System   ,December,92952.95
2019,Net Domestic Assets_Other Items (net)  ,December,-11239.89
2019,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,December,49384.52
2019,Net Domestic Assets_Govt. Deposits  ,December,13284.19
2019,Net Domestic Assets_Claims on Govt.  ,December,47498.72
2019,Net Domestic Assets  ,December,72359.17
2019,Net Foreign Assets_DMBs  ,December,670.46
2019,Net Foreign Assets_BOG  ,December,19923.32
2019,Net Foreign Assets  ,December,20593.78
2018,Money Supply_Total Liquidity (M2+)  ,December,76380.39
2018,Money Supply_ Narrow Money  (M1)  ,December,34645.61
2018,Money Supply_Broad Money (M2)  ,December,60254.83
2018,Money Supply_Reserve Money (RM)  ,December,21501.04
2018,Total Liabilities of the Bankning System  ,December,76380.39
2018,Money Supply Component_Foreign currency deposits  ,December,16125.56
2018,Money Supply Component_Savings & Time deposits  ,December,25609.22
2018,Money Supply Component_Demand deposits  ,December,22704.7
2018,Money Supply Component_Currency outside banks  ,December,11940.91
2018,Total Assets of the Banking System   ,December,76380.39
2018,Net Domestic Assets_Other Items (net)  ,December,-4661.88
2018,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,December,39454.03
2018,Net Domestic Assets_Govt. Deposits  ,December,10619.64
2018,Net Domestic Assets_Claims on Govt.  ,December,38171.15
2018,Net Domestic Assets  ,December,62343.66
2018,Net Foreign Assets_DMBs  ,December,1273.96
2018,Net Foreign Assets_BOG  ,December,12762.76
2018,Net Foreign Assets  ,December,14036.73
2017,Money Supply_Total Liquidity (M2+)  ,December,66063.4
2017,Money Supply_ Narrow Money  (M1)  ,December,29792.56
2017,Money Supply_Broad Money (M2)  ,December,52007.03
2017,Money Supply_Reserve Money (RM)  ,December,21471.52
2017,Total Liabilities of the Bankning System  ,December,66170.14
2017,Money Supply Component_Foreign currency deposits  ,December,14056.37
2017,Money Supply Component_Savings & Time deposits  ,December,22214.47
2017,Money Supply Component_Demand deposits  ,December,19119
2017,Money Supply Component_Currency outside banks  ,December,10673.55
2017,Total Assets of the Banking System   ,December,66170.14
2017,Net Domestic Assets_Other Items (net)  ,December,-6941.53
2017,Net Domestic Assets_Claims on Private Sector & Public Net Domestic Assets_Enterprise  ,December,45704.53
2017,Net Domestic Assets_Govt. Deposits  ,December,11016.67
2017,Net Domestic Assets_Claims on Govt.  ,December,23632.56
2017,Net Domestic Assets  ,December,45999.08
2017,Net Foreign Assets_DMBs  ,December,3438.28
2017,Net Foreign Assets_BOG  ,December,16900.5
2017,Net Foreign Assets  ,December,20338.78
